Industry,Search Query,Business Name,Address,Phone,Website,Scraped Email,Google Rating
Real Estate,"Real Estate Agency in Halifax, Nova Scotia",Taylor Shields Halifax Realtor,"32 Akerley Blvd Suite 101, Dartmouth, NS B3B 1N1, Canada",(902) 329-4221,https://www.remaxnova.com/team/realtors/taylor-shields-22059,taylor@taylorshields.ca,5 (130 reviews)
Real Estate,"Real Estate Agency in Halifax, Nova Scotia",Coldwell Banker - Maritime Realty,"1-2207 Gottingen St, Halifax, NS B3K 3B5, Canada",(902) 441-2818,http://cbmaritimerealty.com/,,5 (62 reviews)
Real Estate,"Real Estate Agency in Halifax, Nova Scotia",Joanne Pullin Realtor - Halifax Real Estate Agent,"1959 Upper Water St Suite 1301, Halifax, NS B3J 3N2, Canada",(902) 817-0050,http://joannepullin.ca/,,5 (67 reviews)
Real Estate,"Real Estate Agency in Halifax, Nova Scotia",Allie White - Halifax Real Estate Agent,"5546 Kaye St, Halifax, NS B3K 1Y5, Canada",(902) 702-5599,http://www.alliewhite.realtor/,,5 (48 reviews)
Real Estate,"Real Estate Agency in Halifax, Nova Scotia",Falkwin Group,"84 Chain Lake Dr Suite 300, Halifax, NS B3S 1B4, Canada",(902) 209-3191,http://www.falkwingroup.ca/,,5 (176 reviews)
Real Estate,"Real Estate Agency in Halifax, Nova Scotia","Alisha Caillie-Fleet- Realty in Halifax, Nova Scotia","#1301, 1959 Upper Water St, Halifax, NS B3J 3N2, Canada",(902) 489-4911,https://www.halifaxareahomesforsale.com/,bouncedemail@boomtownroi.com,5 (108 reviews)
Real Estate,"Real Estate Agency in Halifax, Nova Scotia",Red Door Realty,"1314 Cathedral Ln, Halifax, NS B3H 4S7, Canada",(902) 425-2811,http://reddoorrealty.ca/,davis@reddoorrealty.ca,4.4 (54 reviews)
Real Estate,"Real Estate Agency in Halifax, Nova Scotia",Leblanc & Associates - Halifax Real Estate Services,"84 Chain Lake Dr Suite 300, Halifax, NS B3S 1B4, Canada",(902) 830-4093,http://yourmoveinhalifax.com/,mel@melanieleblanc.ca,5 (172 reviews)
Real Estate,"Real Estate Agency in Halifax, Nova Scotia",Halifax Real Estate with Jason Shadbolt,"1550 Bedford Hwy, Bedford, NS B4A 1E6, Canada",(902) 449-9297,http://www.jasonshadbolt.com/,,5 (43 reviews)
Real Estate,"Real Estate Agency in Halifax, Nova Scotia","The Agency - James Goode, REALTOR®","5546 Kaye St, Halifax, NS B3K 1Y5, Canada",(902) 521-6240,http://www.goodehomes.ca/,user@domain.com,5 (19 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Anne Butler Royal LePage Atlantic,"610 Wright Ave #102, Dartmouth, NS B3B 0H8, Canada",(902) 441-6604,,,5 (56 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",REMAX NOVA Dartmouth,"32 Akerley Blvd, Dartmouth, NS B3B 1N1, Canada",(902) 468-3400,http://remaxnova.com/,,4.2 (36 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",East Coast Realty Ltd.,"490 Montague Rd, Dartmouth, NS B2W 6C2, Canada",(902) 877-1181,https://eastcoastrealty.ca/,info@eastcoastrealty.ca,5 (21 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Chantele Joordens - REALTOR ® - Dartmouth & Bedford,"100 Venture Run #107, Dartmouth, NS B3B 0H9, Canada",(902) 789-5149,https://chantelejoordens.exitmetro.ca/,,5 (65 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Century 21 Trident Realty Ltd.,"796 Main St, Westphal, NS B2W 3N8, Canada",(902) 434-9090,https://century21tridentrealty.com/,TRIDENTREALTY@CENTURY21.CA,4.8 (100 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Local Realty Consultants,"610 Wright Ave, Dartmouth, NS B3B 0H8, Canada",(902) 240-4222,http://www.dartmouthhomeprices.ca/,,5 (35 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Mary-Lou Tallon Real Estate,"32 Akerley Blvd, Dartmouth, NS B3B 0E8, Canada",(902) 448-3791,https://www.mary-loutallon.com/,mary-lou@remaxnova.ca,5 (31 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Royal LePage Atlantic,"610 Wright Ave #102, Dartmouth, NS B3B 0H8, Canada",(902) 463-5885,http://royallepageatlantic.com/,,4.4 (7 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Christina Byrne - Feels Like Home Real Estate,"610 Wright Ave, Dartmouth, NS B3B 0H8, Canada",(902) 430-7959,https://www.feelslikehomens.com/,user@domain.com,5 (22 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Dale Cameron Real Estate Limited,"32 Akerley Blvd, Dartmouth, NS B3B 1N1, Canada",(902) 240-0768,http://www.halifaxdartmouth.com/,,4.7 (13 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Dan Ferguson Real Estate,"610 Wright Ave Unit 2, Dartmouth, NS B3B 0H8, Canada",(902) 225-5544,,,4.9 (29 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",EXIT Realty Metro,"100 Venture Run #107, Dartmouth, NS B3B 0H9, Canada",(902) 444-3948,http://www.exitmetro.ca/,,5 (5 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia","Rhonda Kennedy - Halifax REALTOR, FRI","32 Akerley Blvd, Dartmouth, NS B3B 1N1, Canada",(902) 233-7653,http://www.rhondakennedy.ca/,rkennedy@remaxnova.ca,5 (44 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Will Campbell - The Campbell Group - Royal LePage Atlantic,"610 Wright Ave, Dartmouth, NS B3A 0H8, Canada",(902) 266-6692,,,5 (39 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia","Assist 2 Sell, HomeWorks Realty","Park Place, 238A Brownlow Ave II Suite 102, Dartmouth, NS B3B 2B4, Canada",(902) 446-3113,https://homeworksrealty.ca/,hrmoffice@assist2sell.com,4.7 (57 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia","Nova Scotia Real Estate Agent Kip Walker- Realty Partners, Royal LePage Atlantic","83 Dockside Ln, Porters Lake, NS B3E 1G4, Canada",(902) 499-9555,https://www.kipwalker.net/?utm_source=GMB&utm_medium=GMB&utm_campaign=RE+click,Kip@realtypartner.ca,5 (68 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Chelsea Lawlor & The Chelsea L Real Estate Team,"Unit 1B, 20 Wright Ave, Dartmouth, NS B3B 1G6, Canada",(902) 488-1653,http://www.chelsealteam.ca/,0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com,5 (46 reviews)
Real Estate,"Real Estate Agency in Dartmouth, Nova Scotia",Innovative Real Estate,"171 Portland St, Dartmouth, NS B2Y 1J2, Canada",(902) 423-5111,http://www.innovativerealestate.ca/,,4.7 (3 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Coldwell Banker Boardwalk Realty,"208 Charlotte St, Sydney, NS B1P 1C5, Canada",(902) 539-7430,https://www.coldwellbanker.ca/agents/ca/sydney-nova-scotia/,cbignite@coldwellbanker.ca,4.8 (38 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Michael Keating Real Estate,"208 Charlotte St, Sydney, NS B1P 5Z1, Canada",(902) 304-6455,https://www.coldwellbanker.ca/agent/michael-keating-b1p1c5/,cbignite@coldwellbanker.ca,5 (47 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Krista Rose - Century 21,"541 Esplanade, Sydney, NS B1P 1B4, Canada",(902) 577-4016,http://www.kristarose.ca/,,4.7 (57 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",RE/MAX PARK PLACE INC,"602 George St, Sydney, NS B1P 1K9, Canada",(902) 567-9880,http://www.remaxparkplace.com/,,4.2 (21 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia","Les MacLean, Keller Williams Select Realty, Associate Broker, REALTOR","20 Townsend St, Sydney, NS B1P 6V2, Canada",(902) 549-3670,,,5 (4 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",ViewPoint Realty,"1102 Kings Rd, Sydney, NS B1S 1C7, Canada",(902) 564-6600,http://www.viewpoint.ca/,,3.9 (26 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Desneiges Campbell (Dee) REALTOR® RE/MAX Park Place,"602 George St, Sydney, NS B1P 1K9, Canada",(902) 322-1322,https://remaxparkplace.com/,,5 (6 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Courtney Helps - Cape Breton REALTOR,"1102 Kings Rd, Sydney, NS B1S 1C7, Canada",(902) 578-5944,,,5 (25 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Royal LePage Brennan Realty,"10 Archibald Ave, North Sydney, NS B2A 2W1, Canada",(902) 794-8566,https://www.royallepage.ca/en/ns/north-sydney/new-listings/properties/,,4.8 (4 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",VALMAC Realty Ltd.,"1105 Main St, Sydney Mines, NS B1V 2M8, Canada",(902) 794-8256,http://www.valmacrealty.com/,,4.2 (13 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Cathy Burke Realtor RE/MAX Park Place Sydney NS,"Re/Max Park Place... #1 World Wide, 602 George St, Sydney, NS B1P 1K9, Canada",(902) 574-5591,https://cathyburke.remaxparkplaceeastcoast.ca/,,5 (1 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Brian AuCoin - ViewPoint Realty,"1102 Kings Rd, Sydney, NS B1S 1C7, Canada",(902) 595-0022,http://www.viewpoint.ca/,,5 (1 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Roger Burns Real Estate Ltd,"1719 Kings Rd, Sydney River, NS B1S 1G3, Canada",(902) 371-5960,http://www.rogerburnsrealty.com/,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,2.8 (8 reviews)
Real Estate,"Real Estate Agency in Sydney, Nova Scotia",Keller Williams Select Realty,"20 Townsend St, Sydney, NS B1P 6V2, Canada",(902) 780-4779,http://www.kwnovascotia.com/,info@kwnovascotia.com,3.2 (13 reviews)
